lot,phase,wafer_id,product,tool,chamber,process_step,pattern,root_cause,action,die_x,die_y,die_dx,die_dy,status,fail_reason
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,13,8,-3.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,14,8,-2.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,15,8,-1.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,16,8,0.0,-8.0,FAIL,random
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,17,8,1.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,18,8,2.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,19,8,3.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,20,8,4.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,21,8,5.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,22,8,6.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,23,8,7.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,24,8,8.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,25,8,9.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,26,8,10.0,-8.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,27,8,11.0,-8.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,28,8,12.0,-8.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,3,9,-13.0,-7.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,4,9,-12.0,-7.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,5,9,-11.0,-7.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,6,9,-10.0,-7.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,7,9,-9.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,8,9,-8.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,9,9,-7.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,10,9,-6.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,11,9,-5.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,12,9,-4.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,13,9,-3.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,14,9,-2.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,15,9,-1.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,16,9,0.0,-7.0,FAIL,random
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,17,9,1.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,18,9,2.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,19,9,3.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,20,9,4.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,21,9,5.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,22,9,6.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,23,9,7.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,24,9,8.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,25,9,9.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,26,9,10.0,-7.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,27,9,11.0,-7.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,28,9,12.0,-7.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,29,9,13.0,-7.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,3,10,-13.0,-6.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,4,10,-12.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,5,10,-11.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,6,10,-10.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,7,10,-9.0,-6.0,FAIL,random
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,8,10,-8.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,9,10,-7.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,10,10,-6.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,11,10,-5.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,12,10,-4.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,13,10,-3.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,14,10,-2.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,15,10,-1.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,16,10,0.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,17,10,1.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,18,10,2.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,19,10,3.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,20,10,4.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,21,10,5.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,22,10,6.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,23,10,7.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,24,10,8.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,25,10,9.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,26,10,10.0,-6.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,27,10,11.0,-6.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,28,10,12.0,-6.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,29,10,13.0,-6.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,3,11,-13.0,-5.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,4,11,-12.0,-5.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,5,11,-11.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,6,11,-10.0,-5.0,FAIL,random
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,7,11,-9.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,8,11,-8.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,9,11,-7.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,10,11,-6.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,11,11,-5.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,12,11,-4.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,13,11,-3.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,14,11,-2.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,15,11,-1.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,16,11,0.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,17,11,1.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,18,11,2.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,19,11,3.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,20,11,4.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,21,11,5.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,22,11,6.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,23,11,7.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,24,11,8.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,25,11,9.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,26,11,10.0,-5.0,PASS,pass
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,27,11,11.0,-5.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,28,11,12.0,-5.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,29,11,13.0,-5.0,FAIL,edge_ring
LOT-A,改善前,W01,28nm MCU,ETCH-07,A,Plasma Etch,edge_ring,边缘环形失效，怀疑静电卡盘温控漂移与边缘等离子体不均匀,校准 ESC 温区并复核边缘 gas flow,2,12,-14.0,-4.0,PASS,pass
